Quận/Huyện,Tên đường/Làng xã,Đoạn: Từ - Đến,VT1,VT2,VT3,VT4,VT5,Loại,Trang
Quận 2,ĐƯỜNG 62-AP,ĐƯỜNG 53-AP - ĐƯỜNG 54-AP,7.000.000,3.500.000,2.800.000,2.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 1 (ĐƯỜNG H), KP1, PHƯỜNG AN PHÚ",LƯƠNG ĐỊNH CỦA - CUỐI ĐƯỜNG,6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 1, KP4, PHƯỜNG AN PHÚ",XA LỘ HÀ NỘI - ĐƯỜNG 8,9.200.000,4.600.000,3.680.000,2.944.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 2 (KHU NHÀ Ở 280 LƯƠNG ĐỊNH CỦA), KP1, PHƯỜNG AN PHÚ",LƯƠNG ĐỊNH CỦA - CUỐI ĐƯỜNG,9.200.000,4.600.000,3.680.000,2.944.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 2, KP4, PHƯỜNG AN PHÚ",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 3, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 2, KP4, PHƯỜNG AN PHÚ - ĐẶNG TIẾN ĐÔNG",8.800.000,4.400.000,3.520.000,2.816.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 4, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 3, KP4, PHƯỜNG AN PHÚ - ĐƯỜNG 8",6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 5, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 4, KP4, PHƯỜNG AN PHÚ - AN PHÚ",7.000.000,3.500.000,2.800.000,2.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 7, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 1, KP4, PHƯỜNG AN PHÚ - ĐOÀN HỮU TRƯNG",6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 8, KP4, PHƯỜNG AN PHÚ",AN PHÚ - ĐOÀN HỮU TRƯNG,8.800.000,4.400.000,3.520.000,2.816.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 9, KP4, PHƯỜNG AN PHÚ",ĐOÀN HỮU TRƯNG - CUỐI ĐƯỜNG,6.300.000,3.150.000,2.520.000,2.016.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 10, KP4, PHƯỜNG AN PHÚ",ĐOÀN HỮU TRƯNG - CUỐI ĐƯỜNG,7.800.000,3.900.000,3.120.000,2.496.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 11, KP4, PHƯỜNG AN PHÚ",ĐOÀN HỮU TRƯNG - CUỐI ĐƯỜNG,6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 12, KP4, PHƯỜNG AN PHÚ",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 13, KP4, PHƯỜNG AN PHÚ",AN PHÚ - GIANG VĂN MINH,5.200.000,2.600.000,2.080.000,1.664.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 14, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 13, KP4, PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",6.600.000,3.300.000,2.640.000,2.112.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 15, KP4, PHƯỜNG AN PHÚ",AN PHÚ - CUỐI ĐƯỜNG,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 16, KP4, PHƯỜNG AN PHÚ",AN PHÚ - CUỐI ĐƯỜNG,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 17, KP4, PHƯỜNG AN PHÚ",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,7.500.000,3.750.000,3.000.000,2.400.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 18, KP4, PHƯỜNG AN PHÚ","VÕ TRƯỜNG TOẢN - ĐƯỜNG 20, KP4, PHƯỜNG AN PHÚ",10.500.000,5.250.000,4.200.000,3.360.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 19, KP4, PHƯỜNG AN PHÚ","VÕ TRƯỜNG TOẢN - ĐƯỜNG 20, KP4, PHƯỜNG AN PHÚ",9.200.000,4.600.000,3.680.000,2.944.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 20, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 18 - ĐƯỜNG 19, KP4, PHƯỜNG AN PHÚ",9.200.000,4.600.000,3.680.000,2.944.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 21, KP4, PHƯỜNG AN PHÚ",GIANG VĂN MINH - CUỐI ĐƯỜNG,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 22, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 21, KP4, PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 23, KP4, PHƯỜNG AN PHÚ","ĐƯỜNG 2, KP4, PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 24, KP5, PHƯỜNG AN PHÚ (QH 87HA)",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,10.200.000,5.100.000,4.080.000,3.264.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 25, KP5, PHƯỜNG AN PHÚ (QH 87HA)","ĐƯỜNG BẮC NAM II, KP5, PHƯỜNG AN PHÚ (QH 87HA) - CUỐI ĐƯỜNG",9.900.000,4.950.000,3.960.000,3.168.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 26, KP5, PHƯỜNG AN PHÚ (QH 87HA)","ĐƯỜNG 29, KP5, PHƯỜNG AN PHÚ, (QH 87HA) - CUỐI ĐƯỜNG",9.900.000,4.950.000,3.960.000,3.168.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 27, KP5, PHƯỜNG AN PHÚ (QH 87HA)","ĐƯỜNG 26, KP5, PHƯỜNG AN PHÚ, (QH 87HA) - CUỐI ĐƯỜNG",9.900.000,4.950.000,3.960.000,3.168.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 28, KP5, PHƯỜNG AN PHÚ (QH 87HA)","ĐƯỜNG 27, KP5, PHƯỜNG AN PHÚ, (QH 87HA) - CUỐI ĐƯỜNG",9.900.000,4.950.000,3.960.000,3.168.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 29, KP5, PHƯỜNG AN PHÚ (QH 87HA)","ĐƯỜNG BẮC NAM II, KP5, PHƯỜNG AN PHÚ (QH 87HA) - CUỐI ĐƯỜNG",9.900.000,4.950.000,3.960.000,3.168.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 1 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ",THÂN VĂN NHIẾP - CUỐI ĐƯỜNG,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,THÂN VĂN NHIẾP,NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 2 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 1 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 3 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 1 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 2 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 4 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 2 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 3 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 5 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 2 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - THÂN VĂN NHIẾP",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 6 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 2 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 3 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 7 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 1 (KHU DÂN CƯ SÔNG GIỒNG), PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG BẮC NAM II, KP5, PHƯỜNG AN PHÚ (QH 87HA)",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,9.600.000,4.800.000,3.840.000,3.072.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG ĐÔNG TÂY I, KP5, PHƯỜNG AN PHÚ (QH 87HA)",MAI CHÍ THỌ - CUỐI ĐƯỜNG,9.600.000,4.800.000,3.840.000,3.072.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 1, PHƯỜNG AN PHÚ (DỰ ÁN SÀI GÒN RIVIERA)",TRỌN ĐƯỜNG -,19.500.000,9.750.000,7.800.000,6.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 2, PHƯỜNG AN PHÚ (DỰ ÁN SÀI GÒN RIVIERA)",TRỌN ĐƯỜNG -,19.500.000,9.750.000,7.800.000,6.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 3, PHƯỜNG AN PHÚ (DỰ ÁN SÀI GÒN RIVIERA)",TRỌN ĐƯỜNG -,19.500.000,9.750.000,7.800.000,6.240.000,-,Đất ở đô thị,2
Quận 2,ĐƯỜNG SỐ 4 (DỰ ÁN SÀI GÒN RIVIERA),TRỌN ĐƯỜNG -,19.500.000,9.750.000,7.800.000,6.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 5, PHƯỜNG AN PHÚ (DỰ ÁN SÀI GÒN RIVIERA)",TRỌN ĐƯỜNG -,19.500.000,9.750.000,7.800.000,6.240.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 6, PHƯỜNG AN PHÚ (DỰ ÁN SÀI GÒN RIVIERA)",ĐƯỜNG GIANG VĂN MINH - CUỐI ĐƯỜNG,21.000.000,10.500.000,8.400.000,6.720.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 1 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",TRỌN ĐƯỜNG -,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 2 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG C (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG E (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 3 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG SỐ 9 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG A (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 4 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG SỐ 1 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG C (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 5 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG E (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG F (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 6 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG 1 (ĐƯỜNG H). KP1, PHƯỜNG AN PHÚ - ĐƯỜNG G (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 7 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG 1 (ĐƯỜNG H). KP1, PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 4 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 8 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG 1 (ĐƯỜNG H), KP1, PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 9 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",TRỌN ĐƯỜNG -,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG E (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG SỐ 1 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG SỐ 8 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG F (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH","ĐƯỜNG SỐ 1 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG SỐ 8 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG G (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 1 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH - ĐƯỜNG SỐ 8 (DỰ ÁN 17.3HA), PHƯỜNG AN PHÚ - PHƯỜNG BÌNH KHÁNH",8.400.000,4.200.000,3.360.000,2.688.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 6, KP4, PHƯỜNG AN PHÚ","ĐẶNG TIẾN ĐÔNG - ĐƯỜNG 8, KP4, PHƯỜNG AN PHÚ",8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,"GIANG VĂN MINH, PHƯỜNG AN PHÚ",XA LỘ HÀ NỘI - CUỐI ĐƯỜNG,9.200.000,4.600.000,3.680.000,2.944.000,-,Đất ở đô thị,2
Quận 2,ĐỒNG VĂN CỐNG,MAI CHÍ THỌ - CẦU GIỒNG ÔNG TỐ 2,6.800.000,3.400.000,2.720.000,2.176.000,-,Đất ở đô thị,2
Quận 2,ĐỒNG VĂN CỐNG,CẦU GIỒNG ÔNG TỐ 2 - ĐƯỜNG VÀNH ĐAI PHÍA ĐÔNG,8.400.000,4.200.000,3.360.000,2.688.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN THỊ ĐỊNH,ĐƯỜNG DẪN CAO TỐC TPHCM-LONG THÀNH- DẦU GIÂY - CẦU GIỒNG ÔNG TỐ 1,8.000.000,4.000.000,3.200.000,2.560.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN THỊ ĐỊNH,CẦU GIỒNG ÔNG TỐ 1 - VÕ CHÍ CÔNG,9.800.000,4.900.000,3.920.000,3.136.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN THỊ ĐỊNH,VÕ CHÍ CÔNG - PHÀ CÁT LÁI,7.500.000,3.750.000,3.000.000,2.400.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN NÃO - MAI CHÍ THỌ,15.000.000,7.500.000,6.000.000,4.800.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN HOÀNG,XA LỘ HÀ NỘI - LƯƠNG ĐỊNH CỦA,14.000.000,7.000.000,5.600.000,4.480.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN QUÝ ĐỨC,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",14.400.000,7.200.000,5.760.000,4.608.000,-,Đất ở đô thị,2
Quận 2,VŨ TÔNG PHAN,NGUYỄN HOÀNG - CUỐI ĐƯỜNG,13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,TRẦN LỰU,VŨ TÔNG PHAN - CUỐI ĐƯỜNG,13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 4 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN LỰU - LƯƠNG ĐỊNH CỦA,12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG SỐ 4A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN LỰU - CUỐI ĐƯỜNG,12.200.000,6.100.000,4.880.000,3.904.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN NÃO - NGUYỄN QUÝ CẢNH,12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,2
Quận 2,THÁI THUẬN,NGUYỄN QUÝ CẢNH - CUỐI ĐƯỜNG,12.600.000,6.300.000,5.040.000,4.032.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 7 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - THÁI THUẬN",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 7C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 7 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,NGUYỄN QUÝ CẢNH,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - VŨ TÔNG PHAN",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 8 A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 7C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG 9 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,2
Quận 2,"ĐƯỜNG 9 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",NGUYỄN QUÝ ĐỨC - THÁI THUẬN,12.600.000,6.300.000,5.040.000,4.032.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 10 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN",VŨ TÔNG PHAN - ĐƯỜNG VÀNH ĐAI TÂY (DỰ ÁN 131),12.600.000,6.300.000,5.040.000,4.032.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 11 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN","ĐƯỜNG 10 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN - LƯƠNG ĐỊNH CỦA",12.600.000,6.300.000,5.040.000,4.032.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 12 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","TRẦN LỰU - ĐƯỜNG 37 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",12.000.000,6.000.000,4.800.000,3.840.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 14 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - VŨ TÔNG PHAN",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 15 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","NGUYỄN HOÀNG - ĐƯỜNG 23 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",12.200.000,6.100.000,4.880.000,3.904.000,-,Đất ở đô thị,3
Quận 2,DƯƠNG VĂN AN,"NGUYỄN HOÀNG - ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 14 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 18 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG 20 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 18A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 18 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG 19 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 22 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 20 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - DƯƠNG VĂN AN",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 22 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","VŨ TÔNG PHAN - ĐƯỜNG 16 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 23 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","DƯƠNG VĂN AN - ĐƯỜNG 19 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",12.200.000,6.100.000,4.880.000,3.904.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 24 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",VŨ TÔNG PHAN - ĐỖ PHÁP THUẬN,12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 25 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",VŨ TÔNG PHAN - ĐỖ PHÁP THUẬN,12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐỒ PHÁP THUẬN - ĐƯỜNG 31C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 29 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRỌN ĐƯỜNG -,12.400.000,6.200.000,4.960.000,3.968.000,-,Đất ở đô thị,3
Quận 2,CAO ĐỨC LÂN,LƯƠNG ĐỊNH CỦA - NGUYỄN HOÀNG,13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,ĐỖ PHÁP THUẬN,"CAO ĐỨC LÂN - ĐƯỜNG 32 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,BÙI TÁ HÁN,TRỌN ĐƯỜNG -,13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 31A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",BÙI TÁ HÁN - CUỐI ĐƯỜNG,11.900.000,5.950.000,4.760.000,3.808.000,-,Đất ở đô thị,3
Quận 2,"ĐƯỜNG SỐ 31B (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",BÙI TÁ HÁN - CUỐI ĐƯỜNG,13.500.000,6.750.000,5.400.000,4.320.000,-,Đất ở đô thị,3
